customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_t_v,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,tenure_segment,value_segment,churn_label,revenue_lost
0306-JAELE,Male,0,False,False,5,True,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,96.1,453.4,True,Nouveau,Grand compte,Churner,1153.1999999999998
6243-OZGFH,Female,0,False,False,23,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,44.95,996.85,False,Intermédiaire,Compte moyen,Fidèle,0.0
4654-DLAMQ,Female,1,True,False,64,True,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,False,Bank transfer (automatic),97.0,6430.9,False,Très fidèle,Grand compte,Fidèle,0.0
0513-RBGPE,Male,0,True,True,37,True,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,True,Credit card (automatic),62.8,2278.75,False,Fidèle,Compte moyen,Fidèle,0.0
5160-UXJED,Male,0,False,True,17,True,No,DSL,No,No,No,No,No,No,One year,False,Mailed check,44.6,681.4,False,Intermédiaire,Compte moyen,Fidèle,0.0
4115-NZRKS,Female,1,False,False,7,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,89.15,574.35,False,Nouveau,Grand compte,Fidèle,0.0
0219-YTZUE,Male,0,True,True,4,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Bank transfer (automatic),84.8,371.9,True,Nouveau,Grand compte,Churner,1017.5999999999999
0623-IIHUG,Female,1,False,False,21,False,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,True,Electronic check,41.9,840.1,True,Intermédiaire,Compte moyen,Churner,502.79999999999995
4572-DVCGN,Female,0,False,False,10,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),80.25,846.0,True,Nouveau,Grand compte,Churner,963.0
3351-NGXYI,Female,1,False,False,16,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,54.1,889.0,False,Intermédiaire,Compte moyen,Fidèle,0.0
8984-EYLLL,Male,0,True,False,64,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,True,Electronic check,105.25,6823.4,False,Très fidèle,Grand compte,Fidèle,0.0
9057-MSWCO,Male,1,True,False,27,False,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,False,Credit card (automatic),30.75,805.1,True,Intermédiaire,Petit compte,Churner,369.0
9833-TGFHX,Male,0,True,True,42,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,False,Electronic check,97.1,4016.75,False,Fidèle,Grand compte,Fidèle,0.0
9294-TDIPC,Male,0,False,True,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.2,83.75,False,Nouveau,Petit compte,Fidèle,0.0
5229-DTFYB,Female,0,False,False,41,True,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),98.8,3959.15,False,Fidèle,Grand compte,Fidèle,0.0
0104-PPXDV,Male,0,True,False,58,True,No,DSL,No,No,Yes,No,No,No,One year,False,Credit card (automatic),50.3,2878.55,False,Fidèle,Compte moyen,Fidèle,0.0
5176-LMJXE,Female,0,False,False,47,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,20.55,945.7,False,Fidèle,Petit compte,Fidèle,0.0
3583-KRKMD,Male,0,False,False,18,True,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Bank transfer (automatic),75.9,1373.05,False,Intermédiaire,Grand compte,Fidèle,0.0
1010-DIAUQ,Male,0,False,False,5,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,False,Bank transfer (automatic),96.5,492.55,True,Nouveau,Grand compte,Churner,1158.0
9069-LGEUL,Male,0,True,False,23,True,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),59.95,1406.0,False,Intermédiaire,Compte moyen,Fidèle,0.0
7302-ZHMHP,Female,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.15,19.15,False,Nouveau,Petit compte,Fidèle,0.0
9571-EDEBV,Male,0,True,False,71,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),98.65,6962.85,False,Très fidèle,Grand compte,Fidèle,0.0
3520-FJGCV,Male,0,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),112.6,8126.65,False,Très fidèle,Grand compte,Fidèle,0.0
6563-VRERX,Male,0,True,True,33,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.6,690.25,False,Intermédiaire,Petit compte,Fidèle,0.0
0259-GBZSH,Male,0,False,False,2,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,85.65,181.5,True,Nouveau,Grand compte,Churner,1027.8000000000002
6122-EFVKN,Male,0,False,True,24,False,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,False,Mailed check,35.75,830.8,False,Intermédiaire,Compte moyen,Fidèle,0.0
2805-EDJPQ,Female,0,True,True,56,True,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,True,Credit card (automatic),99.75,5608.4,False,Fidèle,Grand compte,Fidèle,0.0
6862-CQUMB,Male,0,False,False,37,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),96.1,3646.8,False,Fidèle,Grand compte,Fidèle,0.0
7156-MXBJE,Female,0,False,False,43,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,False,Credit card (automatic),85.1,3662.25,False,Fidèle,Grand compte,Fidèle,0.0
6158-HDPXZ,Male,0,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,25.35,25.35,False,Nouveau,Petit compte,Fidèle,0.0
9601-BRXPO,Female,0,True,False,25,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),104.95,2566.5,True,Intermédiaire,Grand compte,Churner,1259.4
2863-IMQDR,Female,0,False,False,61,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Electronic check,89.65,5308.7,False,Très fidèle,Grand compte,Fidèle,0.0
5686-CMAWK,Male,0,False,False,17,True,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,False,Electronic check,86.75,1410.25,False,Intermédiaire,Grand compte,Fidèle,0.0
5651-CRHKQ,Female,0,True,False,41,True,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,True,Bank transfer (automatic),86.2,3339.05,False,Fidèle,Grand compte,Fidèle,0.0
6905-NIQIN,Male,0,False,False,1,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,False,Mailed check,50.65,50.65,True,Nouveau,Compte moyen,Churner,607.8
8204-YJCLA,Male,1,True,True,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),64.8,4732.35,False,Très fidèle,Compte moyen,Fidèle,0.0
5167-ZFFMM,Male,0,False,False,1,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Credit card (automatic),90.85,90.85,True,Nouveau,Grand compte,Churner,1090.1999999999998
6583-SZVGP,Male,0,False,False,48,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),108.1,5067.45,False,Fidèle,Grand compte,Fidèle,0.0
4895-TMWIR,Male,1,True,False,11,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.95,214.75,True,Nouveau,Petit compte,Churner,239.39999999999998
0533-BNWKF,Female,1,True,False,55,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,85.45,4874.7,True,Fidèle,Grand compte,Churner,1025.4
1708-PBBOA,Female,0,False,False,42,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,True,Electronic check,54.75,2348.45,False,Fidèle,Compte moyen,Fidèle,0.0
8782-LKFPK,Male,0,False,False,44,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Mailed check,90.4,4063.0,False,Fidèle,Grand compte,Fidèle,0.0
5522-JBWMO,Male,0,False,True,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,44.0,44.0,False,Nouveau,Compte moyen,Fidèle,0.0
3597-MVHJT,Female,0,False,False,27,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),95.6,2595.25,False,Intermédiaire,Grand compte,Fidèle,0.0
9774-NRNAU,Male,1,True,False,27,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),84.8,2309.55,False,Intermédiaire,Grand compte,Fidèle,0.0
0224-RLWWD,Female,1,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.3,89.3,False,Nouveau,Compte moyen,Fidèle,0.0
9967-ATRFS,Female,0,False,False,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.9,367.55,False,Intermédiaire,Petit compte,Fidèle,0.0
3951-NJCVI,Female,1,True,False,42,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.05,3944.5,False,Fidèle,Grand compte,Fidèle,0.0
2977-CEBSX,Female,0,False,False,66,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),90.05,5965.95,False,Très fidèle,Grand compte,Fidèle,0.0
0177-PXBAT,Male,1,True,False,33,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),109.9,3694.7,False,Intermédiaire,Grand compte,Fidèle,0.0
6599-CEBNN,Female,0,False,False,34,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),73.95,2524.45,True,Intermédiaire,Grand compte,Churner,887.4000000000001
2519-ERQOJ,Male,1,False,False,33,False,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,54.6,1803.7,False,Intermédiaire,Compte moyen,Fidèle,0.0
5876-QMYLD,Female,0,True,True,23,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.05,415.1,False,Intermédiaire,Petit compte,Fidèle,0.0
2277-AXSDC,Female,0,False,False,32,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.75,624.15,False,Intermédiaire,Petit compte,Fidèle,0.0
9442-JTWDL,Female,0,False,False,11,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),20.05,237.7,False,Nouveau,Petit compte,Fidèle,0.0
0979-PHULV,Male,0,True,True,69,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),99.45,7007.6,True,Très fidèle,Grand compte,Churner,1193.4
3067-SVMTC,Female,0,True,False,68,True,No,DSL,Yes,No,No,Yes,No,No,One year,False,Bank transfer (automatic),55.9,3848.8,False,Très fidèle,Compte moyen,Fidèle,0.0
5495-GPSRW,Male,0,False,False,20,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.7,419.4,False,Intermédiaire,Petit compte,Fidèle,0.0
7606-BPHHN,Male,0,False,False,72,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),19.8,1468.75,False,Très fidèle,Petit compte,Fidèle,0.0
4742-DRORA,Male,0,True,True,60,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,True,Bank transfer (automatic),95.4,5812.0,False,Fidèle,Grand compte,Fidèle,0.0
0111-KLBQG,Male,1,True,True,32,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Mailed check,93.95,2861.45,False,Intermédiaire,Grand compte,Fidèle,0.0
4800-VHZKI,Female,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.9,19.9,True,Nouveau,Petit compte,Churner,238.79999999999998
7989-CHGTL,Male,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.6,19.6,True,Nouveau,Petit compte,Churner,235.20000000000002
0334-GDDSO,Male,1,False,False,3,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,81.35,233.7,True,Nouveau,Grand compte,Churner,976.1999999999999
4163-NCJAK,Female,0,True,False,46,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),24.45,1066.15,False,Fidèle,Petit compte,Fidèle,0.0
5233-AOZUF,Female,0,True,False,29,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.95,2149.05,False,Intermédiaire,Grand compte,Fidèle,0.0
5973-EJGDP,Male,0,False,False,51,True,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,True,Electronic check,87.35,4473.0,False,Fidèle,Grand compte,Fidèle,0.0
1996-DBMUS,Female,1,True,False,48,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),70.65,3545.05,False,Fidèle,Grand compte,Fidèle,0.0
7916-VCCPB,Female,0,True,True,16,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),73.25,1195.75,False,Intermédiaire,Grand compte,Fidèle,0.0
4686-GEFRM,Male,0,True,False,70,True,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,True,Bank transfer (automatic),98.7,6858.9,False,Très fidèle,Grand compte,Fidèle,0.0
5249-QYHEX,Female,0,True,True,40,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.8,1024.7,False,Fidèle,Petit compte,Fidèle,0.0
0578-SKVMF,Female,0,True,True,22,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,False,Electronic check,83.3,1845.9,True,Intermédiaire,Grand compte,Churner,999.5999999999999
5564-NEMQO,Female,1,False,False,1,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Bank transfer (automatic),75.3,75.3,True,Nouveau,Grand compte,Churner,903.5999999999999
2233-FAGXV,Female,0,True,True,5,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,24.3,132.25,False,Nouveau,Petit compte,Fidèle,0.0
5605-IYGFG,Female,0,False,False,7,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),69.85,515.45,False,Nouveau,Grand compte,Fidèle,0.0
7663-ZTEGJ,Male,0,False,True,29,True,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,False,Credit card (automatic),100.55,2830.45,False,Intermédiaire,Grand compte,Fidèle,0.0
3935-TBRZZ,Male,0,True,True,44,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,25.7,1110.5,False,Fidèle,Petit compte,Fidèle,0.0
8111-BKVDS,Female,0,False,False,10,False,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,False,Bank transfer (automatic),40.7,449.3,False,Nouveau,Compte moyen,Fidèle,0.0
2055-SIFSS,Female,1,True,False,55,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),51.65,2838.55,False,Fidèle,Compte moyen,Fidèle,0.0
2806-MLNTI,Male,1,True,False,52,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),105.1,5376.4,False,Fidèle,Grand compte,Fidèle,0.0
8734-DKSTZ,Female,0,True,True,10,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,85.95,858.6,False,Nouveau,Grand compte,Fidèle,0.0
4360-PNRQB,Male,0,False,False,18,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),75.6,1395.05,False,Intermédiaire,Grand compte,Fidèle,0.0
6152-ONASV,Female,0,True,False,68,True,Yes,DSL,Yes,No,No,Yes,No,No,One year,False,Bank transfer (automatic),58.25,3975.7,False,Très fidèle,Compte moyen,Fidèle,0.0
9063-ZGTUY,Female,0,True,True,61,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.4,1182.55,True,Très fidèle,Petit compte,Churner,232.79999999999998
7781-HVGMK,Female,0,True,True,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),65.2,4784.45,False,Très fidèle,Grand compte,Fidèle,0.0
2181-UAESM,Male,0,False,False,2,True,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,False,Electronic check,53.45,119.5,False,Nouveau,Compte moyen,Fidèle,0.0
6048-NJXHX,Male,0,True,False,41,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Electronic check,19.75,899.45,False,Fidèle,Petit compte,Fidèle,0.0
2320-SLKMB,Female,0,False,False,26,False,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,True,Credit card (automatic),44.45,1183.8,False,Intermédiaire,Compte moyen,Fidèle,0.0
4980-URKXC,Male,0,True,False,36,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.85,720.05,False,Intermédiaire,Petit compte,Fidèle,0.0
4376-KFVRS,Male,0,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),114.05,8468.2,False,Très fidèle,Grand compte,Fidèle,0.0
5886-VLQVU,Male,0,True,False,35,True,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,True,Bank transfer (automatic),89.85,3161.2,False,Intermédiaire,Grand compte,Fidèle,0.0
3577-AMVUX,Male,0,False,False,1,True,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Mailed check,55.05,55.05,False,Nouveau,Compte moyen,Fidèle,0.0
0771-WLCLA,Female,0,True,True,16,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,112.95,1882.55,False,Intermédiaire,Grand compte,Fidèle,0.0
5628-RKIFK,Female,1,False,False,49,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,False,Credit card (automatic),101.55,5070.4,False,Fidèle,Grand compte,Fidèle,0.0
0206-TBWLC,Female,0,True,False,54,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,True,Mailed check,114.65,6049.5,False,Fidèle,Grand compte,Fidèle,0.0
2937-FTHUR,Female,0,False,True,18,True,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,False,Electronic check,64.8,1166.7,False,Intermédiaire,Compte moyen,Fidèle,0.0
1910-FMXJM,Female,0,True,False,36,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,80.4,2937.65,False,Intermédiaire,Grand compte,Fidèle,0.0
7752-XUSCI,Female,0,False,False,60,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,105.9,6396.45,True,Fidèle,Grand compte,Churner,1270.8000000000002
4110-PFEUZ,Female,0,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Mailed check,69.55,69.55,True,Nouveau,Grand compte,Churner,834.5999999999999
0732-OCQOC,Female,0,True,True,52,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),25.05,1270.25,False,Fidèle,Petit compte,Fidèle,0.0
5168-MSWXT,Male,0,True,True,8,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,94.75,759.55,False,Nouveau,Grand compte,Fidèle,0.0
1090-ESELR,Male,0,True,True,72,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),105.5,7611.55,False,Très fidèle,Grand compte,Fidèle,0.0
8592-PLTMQ,Female,0,False,False,64,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,24.7,1642.75,False,Très fidèle,Petit compte,Fidèle,0.0
5760-WRAHC,Female,1,False,False,22,True,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,True,Mailed check,69.75,1545.4,False,Intermédiaire,Grand compte,Fidèle,0.0
8847-GEOOQ,Male,0,True,False,60,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),60.2,3582.4,False,Fidèle,Compte moyen,Fidèle,0.0
0256-LTHVJ,Female,0,True,True,28,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,81.05,2227.1,True,Intermédiaire,Grand compte,Churner,972.5999999999999
4785-FCIFB,Female,0,True,False,61,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,24.4,1417.9,False,Très fidèle,Petit compte,Fidèle,0.0
8313-NDOIA,Female,0,False,False,24,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,104.15,2494.65,False,Intermédiaire,Grand compte,Fidèle,0.0
5149-CUZUJ,Male,0,True,True,28,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,False,Bank transfer (automatic),92.9,2768.35,False,Intermédiaire,Grand compte,Fidèle,0.0
0942-KOWSM,Female,0,True,True,30,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),80.8,2369.3,False,Intermédiaire,Grand compte,Fidèle,0.0
4237-CLSMM,Male,0,True,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.0,38.0,False,Nouveau,Petit compte,Fidèle,0.0
1452-VOQCH,Male,0,False,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,75.1,75.1,False,Nouveau,Grand compte,Fidèle,0.0
4719-UMSIY,Male,0,False,True,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.65,100.9,False,Nouveau,Petit compte,Fidèle,0.0
6614-VBEGU,Female,0,True,False,24,True,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),69.45,1614.05,False,Intermédiaire,Grand compte,Fidèle,0.0
0880-TKATG,Male,0,True,True,4,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,101.15,385.9,True,Nouveau,Grand compte,Churner,1213.8000000000002
3811-VBYBZ,Male,0,False,False,7,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,99.8,673.25,True,Nouveau,Grand compte,Churner,1197.6
1480-BKXGA,Male,1,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),116.05,8404.9,False,Très fidèle,Grand compte,Fidèle,0.0
2996-XAUVF,Male,0,False,False,70,False,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,True,Mailed check,40.05,2799.75,False,Très fidèle,Compte moyen,Fidèle,0.0
9076-AXYIK,Male,1,True,False,64,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,False,Electronic check,102.1,6538.45,False,Très fidèle,Grand compte,Fidèle,0.0
5968-XQIVE,Male,0,True,True,72,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,True,Electronic check,89.7,6588.95,False,Très fidèle,Grand compte,Fidèle,0.0
8896-RAZCR,Female,0,False,True,44,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.9,868.1,False,Fidèle,Petit compte,Fidèle,0.0
4640-UHDOS,Female,0,True,True,13,True,No,DSL,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,55.95,734.35,True,Intermédiaire,Compte moyen,Churner,671.4000000000001
4933-IKULF,Female,1,False,False,17,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.65,330.6,False,Intermédiaire,Petit compte,Fidèle,0.0
3583-EKAPL,Male,0,False,False,1,True,No,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,55.0,55.0,True,Nouveau,Compte moyen,Churner,660.0
1304-BCCFO,Male,0,True,False,9,True,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Mailed check,70.05,564.4,False,Nouveau,Grand compte,Fidèle,0.0
4104-PVRPS,Male,0,True,False,24,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Mailed check,53.6,1315.35,False,Intermédiaire,Compte moyen,Fidèle,0.0
9399-APLBT,Female,0,True,True,1,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,74.7,74.7,True,Nouveau,Grand compte,Churner,896.4000000000001
2359-KMGLI,Male,0,False,False,24,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,80.25,1861.5,True,Intermédiaire,Grand compte,Churner,963.0
3780-DDGSE,Male,1,True,True,35,True,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,76.05,2747.2,False,Intermédiaire,Grand compte,Fidèle,0.0
4431-EDMIQ,Female,0,True,True,7,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,True,Electronic check,75.7,554.05,False,Nouveau,Grand compte,Fidèle,0.0
6227-HWPWX,Female,0,False,True,15,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),69.0,994.8,True,Intermédiaire,Grand compte,Churner,828.0
0486-LGCCH,Male,0,True,True,11,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.65,225.75,False,Nouveau,Petit compte,Fidèle,0.0
0447-BEMNG,Female,0,True,False,48,False,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,True,Bank transfer (automatic),45.3,2145.0,True,Fidèle,Compte moyen,Churner,543.5999999999999
4612-SSVHJ,Female,1,False,False,20,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,81.45,1671.6,False,Intermédiaire,Grand compte,Fidèle,0.0
5168-MQQCA,Female,0,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),108.5,8003.8,False,Très fidèle,Grand compte,Fidèle,0.0
5949-XIKAE,Female,0,True,True,8,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,83.55,680.05,True,Nouveau,Grand compte,Churner,1002.5999999999999
7971-HLVXI,Male,0,True,True,72,True,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,True,Credit card (automatic),84.5,6130.85,False,Très fidèle,Grand compte,Fidèle,0.0
9094-AZPHK,Female,0,False,False,15,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,100.15,1415.0,False,Intermédiaire,Grand compte,Fidèle,0.0
3649-JPUGY,Male,0,False,False,72,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),88.6,6201.95,False,Très fidèle,Grand compte,Fidèle,0.0
